	0	1	2	3	4	5	6	7	8	9
130515_C2_stim_CD19-_8181	0.01	-0.008395269	0.024446134	0.008705964	-0.0023953493	-0.0191436758	0.0029743083	-0.0014753024	0.002469016	0.0013308316
130515_C2_stim_CD19-_4102	0.01	0.0066220839	-0.003558222	-0.0008100329	-0.0205917659	-0.0005621893	-0.0221680475	-0.0061954728	0.0107357082	0.0059216415
130515_C2_stim_CD19-_14563	0.01	0.0071207871	0.0032747555	0.0009658734	0.0185541148	0.0041500594	-0.0082208662	-0.0012901929	0.0025234535	0.0016515769
130515_C2_stim_CD19-_9286	0.01	-0.0117970147	0.0070495894	-0.0021249387	-0.0050420586	0.0104180496	0.0076699678	0.0011481425	0.0055243239	0.0045104187
130515_C2_stim_CD19-_207	0.01	0.0085345799	-0.0009268386	-0.0004051564	0.0051868147	0.0001147653	0.003646451	0.0006142106	-0.000689495	-0.0003819397
130515_C2_stim_CD19-_15914	0.01	-0.0057518657	0.0212116986	0.0078471183	-0.0014990882	-0.0174960094	0.0016823602	-0.0014255665	0.0016641086	0.0009973888
130515_C2_stim_CD19-_7004	0.01	0.0057557144	-0.0028383261	-0.0004595952	-0.0188566042	-0.0008333051	-0.0195693958	-0.0050691725	0.0078229044	0.0043070726
130515_C2_stim_CD19-_11876	0.01	-0.0137836365	2.83683e-05	-0.0054003204	-0.0025206656	0.0153326921	0.0073855755	0.0009960379	0.0048885378	0.0036588353
130515_C2_stim_CD19-_5188	0.01	0.0088962946	-0.0008582719	-0.0003779247	0.0064076027	0.0001569144	0.003466942	0.0003739608	0.0005536701	0.0004407321
130515_C2_stim_CD19-_4218	0.01	-0.0156354785	-0.0105141573	-0.0059723903	0.0032330728	-0.0012697503	0.0022792086	-0.0028368597	0.0028923943	0.0015032758
130515_C2_stim_CD19-_13644	0.01	0.0060843738	-0.0033063817	-0.0006344111	-0.0197175274	-0.0002600186	-0.0213484248	-0.0054847761	0.0083231969	0.0046753939
130515_C2_stim_CD19-_8085	0.01	0.0073083408	0.0038180483	0.0011876639	0.0222008026	0.0051199062	-0.0109952911	-0.0018218852	0.0036992849	0.002451751
