130515_C2_stim_CD19-_1	0.20851315434132978
130515_C2_stim_CD19-_2	0.24273776290804094
130515_C2_stim_CD19-_3	0.2056097724708088
130515_C2_stim_CD19-_4	0.1412519312027531
130515_C2_stim_CD19-_5	0.24309936345193536
130515_C2_stim_CD19-_6	0.24326434509348585
130515_C2_stim_CD19-_7	0.1504379294170219
130515_C2_stim_CD19-_8	0.1113156844936309
130515_C2_stim_CD19-_9	0.3246101590128081
130515_C2_stim_CD19-_10	0.1666770517918157
130515_C2_stim_CD19-_11	0.2418709367788896
130515_C2_stim_CD19-_12	0.10971614874016478
130515_C2_stim_CD19-_13	0.24270313801618018
130515_C2_stim_CD19-_14	0.24126993355929205
130515_C2_stim_CD19-_15	0.2430893601997651
130515_C2_stim_CD19-_16	0.24482734255554311
130515_C2_stim_CD19-_17	0.24273088100716125
130515_C2_stim_CD19-_18	0.20768305032197842
130515_C2_stim_CD19-_19	0.1433129389117621
130515_C2_stim_CD19-_20	0.07838134668572018
130515_C2_stim_CD19-_21	0.14030971919514537
130515_C2_stim_CD19-_22	0.08555867426723156
130515_C2_stim_CD19-_23	0.11722809233767222
130515_C2_stim_CD19-_24	0.14125248820262903
130515_C2_stim_CD19-_25	0.10770146175372035
130515_C2_stim_CD19-_26	0.028218480504202934
130515_C2_stim_CD19-_27	0.24380319241095771
130515_C2_stim_CD19-_28	0.2422990530447048
130515_C2_stim_CD19-_29	0.24015845399423547
130515_C2_stim_CD19-_30	0.017019510293675058
130515_C2_stim_CD19-_31	0.24051156322643366
130515_C2_stim_CD19-_32	0.016017957447002622
130515_C2_stim_CD19-_33	0.24117477635085371
130515_C2_stim_CD19-_34	0.23716867850506032
130515_C2_stim_CD19-_35	0.4369370487804782
130515_C2_stim_CD19-_36	0.13957641570373977
130515_C2_stim_CD19-_37	0.2423822298640466
130515_C2_stim_CD19-_38	0.024715112002741187
130515_C2_stim_CD19-_39	0.1097771817595908
130515_C2_stim_CD19-_40	0.0228269588092285
130515_C2_stim_CD19-_41	0.24411881202509172
130515_C2_stim_CD19-_42	0.2400642102268422
130515_C2_stim_CD19-_43	0.014860998883710862
130515_C2_stim_CD19-_44	0.20834247482145057
130515_C2_stim_CD19-_45	0.019131631698318618
130515_C2_stim_CD19-_46	0.24327587805749887
130515_C2_stim_CD19-_47	0.13329134632477554
130515_C2_stim_CD19-_48	0.34199839791137715
130515_C2_stim_CD19-_49	0.14237956901243778
130515_C2_stim_CD19-_50	0.24319035913122525
130515_C2_stim_CD19-_51	0.10776092679671954
130515_C2_stim_CD19-_52	0.04594638484040676
130515_C2_stim_CD19-_53	0.00917844984179326
130515_C2_stim_CD19-_54	0.24253937195755346
130515_C2_stim_CD19-_55	0.3656976967052844
130515_C2_stim_CD19-_56	0.2431621630096779
130515_C2_stim_CD19-_57	0.0994657082409329
130515_C2_stim_CD19-_58	0.20774850521025806
130515_C2_stim_CD19-_59	0.2043827343855302
130515_C2_stim_CD19-_60	0.24331529709395086
130515_C2_stim_CD19-_61	0.11374262648628168
130515_C2_stim_CD19-_62	0.13771873374937044
130515_C2_stim_CD19-_63	0.24331544650656897
130515_C2_stim_CD19-_64	0.10925419150766577
130515_C2_stim_CD19-_65	0.13519634867488053
130515_C2_stim_CD19-_66	0.20800095140205915
