	0	1	2	3	4	5	6	7	8	9
130515_C2_stim_CD19-_80	-0.0079200623	0.0100084713	-0.0015571346	-0.002718624	0.0060677097	0.0141878924	0.0056936998	-0.0017089572	0.0003542055	0.0004886338
130515_C2_stim_CD19-_81	-0.0079200623	0.0113947026	0.0013581312	-0.0037887157	0.0057257856	0.0117721555	0.0066883993	-0.0037786966	0.001594215	0.000402516
130515_C2_stim_CD19-_82	-0.0079200623	0.0060608506	-0.0205411641	0.0058661023	-0.0031482713	-0.0141855047	0.0010692393	-0.0017609516	0.001062873	-0.0001625232
130515_C2_stim_CD19-_83	-0.0079200623	0.0135113795	0.0128996192	-0.0034228455	-0.0023741905	-0.0099192061	-0.0020436833	-0.0015891134	0.0005523228	-0.0008001626
130515_C2_stim_CD19-_84	-0.0079200623	-0.0075916777	0.002904569	0.0008305628	0.0023811098	-0.0027431327	0.0081434223	0.0011244384	-0.0003456802	-6.384e-07
130515_C2_stim_CD19-_85	-0.0079200623	0.0123656089	0.0062848905	-0.0040257801	0.0031165551	0.0034106277	0.0033694394	-0.0024863793	0.001535024	-0.000710286
130515_C2_stim_CD19-_86	-0.0079200623	-0.0057322071	-0.00193133	-0.0091512858	-0.0094628364	0.0026236197	-0.0050122767	-0.0024009147	0.0011410466	0.0001140057
130515_C2_stim_CD19-_87	-0.0079200623	0.0060862565	-0.0211769261	0.0062183148	-0.0033125542	-0.0150809193	0.000930818	-0.0018966685	0.001132216	-0.0001816133
130515_C2_stim_CD19-_88	-0.0079200623	-0.0053028286	0.0026182786	0.0087702933	0.0086672741	0.000795934	-0.0123990449	-0.006864144	0.0028423792	5.3404e-05
130515_C2_stim_CD19-_89	-0.0079200623	0.0064094329	-0.0208822728	0.0061445969	-0.0029086894	-0.0146575715	0.001734741	-0.0025417722	0.0014761925	-5.2662e-05
130515_C2_stim_CD19-_90	-0.0079200623	-0.0054750359	-0.0035072444	-0.0138111277	-0.0148882722	0.0050400945	-0.0112026794	-0.0044239719	0.0020531708	0.0001849939
130515_C2_stim_CD19-_91	-0.0079200623	-0.0075787811	0.0028675754	0.0007037906	0.0022516645	-0.0027060815	0.0080635216	0.0010621963	-0.0003155141	5.1742e-06
130515_C2_stim_CD19-_92	-0.0079200623	0.0117523493	0.0033799082	-0.0038721833	0.0042953619	0.0075776687	0.0049850668	-0.0033527808	0.0013602132	3.97511e-05
130515_C2_stim_CD19-_93	-0.0079200623	-0.0075460236	0.0028101758	0.0005886734	0.0021296185	-0.0026360714	0.0079820502	0.0010744419	-0.0003252104	-9.7699e-06
130515_C2_stim_CD19-_94	-0.0079200623	0.0028145233	-0.0056427786	0.0050116329	0.0013775953	0.0039519086	-0.0118669747	0.0261375403	-0.0132046327	-0.0033544753
130515_C2_stim_CD19-_95	-0.0079200623	0.0113829931	0.0016826452	-0.0036298299	0.0055157988	0.0110411278	0.0062948242	-0.0035469304	0.0016079817	0.0003302246
130515_C2_stim_CD19-_96	-0.0079200623	-0.0054502945	-0.0031151872	-0.0123633285	-0.0132488016	0.0043556595	-0.0094157738	-0.0036439345	0.0016872884	0.0001530986
130515_C2_stim_CD19-_97	-0.0079200623	-0.0071821685	0.0028935085	0.0025309861	0.0037148003	-0.0022068419	0.0044178019	-3.9943e-06	9.12861e-05	4.3119e-06
130515_C2_stim_CD19-_98	-0.0079200623	0.0111381828	0.001267019	-0.0034697609	0.0051832306	0.0104794038	0.0059282399	-0.0033388087	0.0013428272	0.0003643536
130515_C2_stim_CD19-_99	-0.0079200623	-0.0054235374	0.0007209312	-0.0003184333	-0.0003389047	-0.000177301	0.0027877838	0.0043887791	-0.0021456562	-0.0001349675
